StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q237_First Click,Q237_Last Click,Q237_Page Submit,Q237_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q235,Q224,Q240,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,P1_CHOICE,P1_ID,attention_check,Q_DataPolicyViolations
2026-04-21 17:59:30,2026-04-21 18:03:35,IP Address,,100,244,True,2026-04-21 18:03:35,R_1STmYn9y8aM3Fu1,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.701,0,0,0,2.003,0,Accept,"I guess I chose to accept the deal, because if I don't accept, both data producer and I will receive 0. I would only receive $12 regardless to pay for the data broker and myself. So, any profit is good.",Accept,0,,60ca13ec0bc197cf1fdef3d7,69e7bafe29bae7ba135ad950,69e77a006a79977a2df1e51b,,,"I guess I chose to accept the deal, because if I don't accept, both data producer and I will receive 0. I would only receive $12 regardless to pay for the data broker and myself. So, any profit is good.",,9,5e3024d69366c7000c4025ff,1,
2026-04-21 17:59:44,2026-04-21 18:03:51,IP Address,,100,246,True,2026-04-21 18:03:51,R_3dHgMTa67v7Ycp5,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for the final payment,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,65971a611f0391eb2cf9afa8,69e7bb0579f1a0fa8a00f114,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 18:03:12,2026-04-21 18:05:05,IP Address,,100,113,True,2026-04-21 18:05:06,R_6nOwq2KeM1GSOBl,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.389,0,0,0,2.006,0,Accept,I want the outcome to be positive for everyone.,Accept,0,,6526dbcbbda9fb4f628402a2,69e7bbd742a8d6a2e755007a,69e77a006a79977a2df1e51b,,,I want the outcome to be positive for everyone.,,9,64320c7e058c530eea927103,1,
2026-04-21 18:02:51,2026-04-21 18:05:08,IP Address,,100,137,True,2026-04-21 18:05:08,R_28sqJLYL4foA7a9,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,7.34,0,0,0,2.009,0,Accept,Someone may as well get a payout - there's no point in both of us not receiving a bonus.,Accept,0,,6658c063dd60f6a0b5dcb002,69e7bbc2e3bc6bda9f4955dd,69e77a006a79977a2df1e51b,,,Someone may as well get a payout - there's no point in both of us not receiving a bonus.,,12,5e3d98be8ed4a5000e47cf4c,1,
2026-04-21 18:00:27,2026-04-21 18:05:46,IP Address,,100,318,True,2026-04-21 18:05:46,R_1BaDH7ALBsUWlGx,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.343,0,0,0,2.006,0,Reject,"I dont get anything, why would I accept that?",Accept,0,,695fb22f87d58bddac4ec048,69e7bb3701971caeaddb7d96,69e77a006a79977a2df1e51b,,,"I dont get anything, why would I accept that?",,12,69da8b085515fdf88423d944,1,
2026-04-21 17:59:31,2026-04-21 18:05:52,IP Address,,100,380,True,2026-04-21 18:05:52,R_3ibVENJKPTzi8wN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,4.707,4.707,4.801,1,0,0,2.01,0,Accept,"While I felt receiving a lower portion of the split was unfair (a 50/50 split of $6 each would have been equitable), it was better to take $5 than zero. If it had gone much lower, though, I would have rejected the meager offer and let the greedy person get nothing. ""Pigs get fat, hogs get slaughtered.""",Reject,0,,66904c8f84f641d0432137e2,69e7baf8d0c2abaacaf81a27,69e77a006a79977a2df1e51b,,,,,7,69c3009079efd928614eecee,1,
2026-04-21 18:02:57,2026-04-21 18:07:24,IP Address,,100,267,True,2026-04-21 18:07:25,R_1aa1Ni64ANsaWhX,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.539,0,0,0,2.008,0,Reject,The deal doesn't seem fair if I get zero dollars.,Reject,0,,664babd04754ce9f840d34ed,69e7bbc8a393a1f0ebe09137,69e77a006a79977a2df1e51b,,,The deal doesn't seem fair if I get zero dollars.,,12,6978c580d801e64f18d9e3ab,1,
2026-04-21 18:08:10,2026-04-21 18:09:49,IP Address,,100,99,True,2026-04-21 18:09:50,R_6pd82g4Y65KDUK5,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.647,0,0,0,2.007,0,Accept,I thought it was good money and I didn't feel like rejecting the proposal,Reject,0,,62ceba5fdab49dfc90278cbb,69e7bcfbed2e87a61610f885,69e77a006a79977a2df1e51b,,,I thought it was good money and I didn't feel like rejecting the proposal,,3,5eb4547590acf228f8d965ae,1,
2026-04-21 18:07:38,2026-04-21 18:10:15,IP Address,,100,157,True,2026-04-21 18:10:16,R_7az8YNI7XuHktTA,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.685,0,0,0,2.009,0,Reject,if i accepted i'd get $0 so it didn't make sense,Accept,0,,67215f2922159d42abf932a4,69e7bce243b7c423ee5ab27e,69e77a006a79977a2df1e51b,,,if i accepted i'd get $0 so it didn't make sense,,12,69cade8c8468a96191fd246e,1,
2026-04-21 18:07:51,2026-04-21 18:10:21,IP Address,,100,150,True,2026-04-21 18:10:21,R_8Shl3TPAf6socXn,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.332,0,0,0,2.017,0,Reject,"It seemed quite a low price, figured if I reject they might go higher in future.",Reject,0,,673b8993c243fa99a23d6987,69e7bcefd946c1a088c56a35,69e77a006a79977a2df1e51b,,,"It seemed quite a low price, figured if I reject they might go higher in future.",,7,668bb93b4eb858cd5cc42786,1,
2026-04-21 18:08:27,2026-04-21 18:10:44,IP Address,,100,136,True,2026-04-21 18:10:46,R_5OAks128IOixied,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects the broker's earnings,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,69dfe6e314d80d08e19ea49c,69e7bd1588e1d6ca6e8c4127,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 18:05:50,2026-04-21 18:11:01,IP Address,,100,311,True,2026-04-21 18:11:02,R_7twIH4hgyMWa6aZ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.371,0,0,0,2.01,0,Accept,seems like a good and fair deal,Accept,0,,69a0e175b6125b71a6c81ac7,69e7bc66eb3dc43a706862a1,69e77a006a79977a2df1e51b,,,seems like a good and fair deal,,4,658050d4652100267f9f19b9,1,
2026-04-21 18:09:02,2026-04-21 18:11:16,IP Address,,100,133,True,2026-04-21 18:11:16,R_3mutCRK991TEQAV,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects the broker's earnings,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,69aa17dd884924fbe3dfb7dc,69e7bd371b21a24bda938cb6,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 18:07:58,2026-04-21 18:11:19,IP Address,,100,201,True,2026-04-21 18:11:20,R_8qlYeNJamPtxS30,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.29,0,0,0,2.008,0,Accept,"I just think it's fair enough, something seems better than nothing.",Accept,0,,67607accf68d015960e52f85,69e7bce79f15e440d6f3c726,69e77a006a79977a2df1e51b,,,"I just think it's fair enough, something seems better than nothing.",,11,63ea751b7686e752f5ef78b2,1,
2026-04-21 18:11:00,2026-04-21 18:11:58,IP Address,,100,58,True,2026-04-21 18:11:59,R_64Y5aGXQeZtIt3j,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..a computer,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,5a6032228e625900017657f4,69e7bdafe50da9831dc03ad1,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 18:09:23,2026-04-21 18:13:33,IP Address,,100,249,True,2026-04-21 18:13:33,R_1OSPaHGyuuhTg9b,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..is irrelevant for final payment,,,,,,,,,,,,1,,69d7edad03c819a1077e0ad8,69e7bd4eed6cf1a1dd636fa6,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 18:10:47,2026-04-21 18:14:08,IP Address,,100,201,True,2026-04-21 18:14:08,R_8DSVIyk7utPIOQj,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.839,0,0,0,2.01,0,Reject,"The profit received during this transaction is only 0.5$. In this scenario, as a data broker, I could look for other sources of data to sell on for a greater profit. I also don't know the exact specifications of this data, if it was highly specific then maybe, but with the information provided I would pass and look for other places to obtain data. ",Accept,0,,674d85e49df40f8d23e4416f,69e7bd9b8c822d74cc4ef95f,69e77a006a79977a2df1e51b,,,"The profit received during this transaction is only 0.5$. In this scenario, as a data broker, I could look for other sources of data to sell on for a greater profit. I also don't know the exact specifications of this data, if it was highly specific then maybe, but with the information provided I would pass and look for other places to obtain data. ",,11.5,65de8bb036d20b18c5637a14,1,
2026-04-21 18:09:51,2026-04-21 18:15:02,IP Address,,100,310,True,2026-04-21 18:15:02,R_8uvnpuusn3OoBoZ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.916,0,0,0,2.128,0,Accept,I think it would be a hassle to negotiate and I am happy with the proposal.,Accept,0,,59ccd702faf42e00012b68f5,69e7bd67b2378923c9b23901,69e77a006a79977a2df1e51b,,,I think it would be a hassle to negotiate and I am happy with the proposal.,,10,65cb77192b10d0130f6eb471,1,
2026-04-21 18:10:05,2026-04-21 18:16:09,IP Address,,100,363,True,2026-04-21 18:16:10,R_29lYPNGSh3cR34z,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.292,0,0,0,2.013,0,Accept,Getting a return for the data is better than getting nothing,Accept,0,,5b94963400e06e0001bf7856,69e7bd768d6c5e288ab24b23,69e77a006a79977a2df1e51b,,,Getting a return for the data is better than getting nothing,,11,5c48c13bcae0ab0001890ce4,1,
2026-04-21 18:14:03,2026-04-21 18:16:12,IP Address,,100,129,True,2026-04-21 18:16:13,R_3CkgnWQICkaz202,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects the broker's earnings,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,60fe2255ec4625f1c70e8581,69e7be6327514830d597e2ac,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 18:12:17,2026-04-21 18:16:12,IP Address,,100,235,True,2026-04-21 18:16:13,R_6VIRVP9iQvpac4H,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.172,0,0,0,2.008,0,Reject,"I rejected the price because they set it at $12, meaning that I would get $0 either way. $12 did not seem like a fair price to me at all, since it meant that if I accepted the offer, the other participant would get the full $12 and I would get nothing.",Accept,0,,69b0b5440140899f769646c2,69e7bdfa19eff4a1d74b67ce,69e77a006a79977a2df1e51b,,,"I rejected the price because they set it at $12, meaning that I would get $0 either way. $12 did not seem like a fair price to me at all, since it meant that if I accepted the offer, the other participant would get the full $12 and I would get nothing.",,12,6723c4c7027ced186503bf52,1,
2026-04-21 18:11:02,2026-04-21 18:16:37,IP Address,,100,335,True,2026-04-21 18:16:38,R_5LMuKqeJgSQej8h,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.653,0,0,0,2.109,0,Reject,It did not seem fair. They should have said a fair price for themselves and the broker. ,Reject,0,,5858c6178604ae000165e66a,69e7bdb0a65cc6e2988bcd25,69e77a006a79977a2df1e51b,,,It did not seem fair. They should have said a fair price for themselves and the broker. ,,12,69bae358105852cccb975deb,1,
2026-04-21 18:12:55,2026-04-21 18:16:41,IP Address,,100,225,True,2026-04-21 18:16:41,R_5CBgE0LF6QyWPvy,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.088,0,0,0,2.003,0,Accept,I think it is for the best to make sure both of us get something as opposed to getting nothing at all.,,0,,69b06e5d5d411c12ecd2ef0b,69e7be229a9cb39931010708,69e77a006a79977a2df1e51b,,,I think it is for the best to make sure both of us get something as opposed to getting nothing at all.,,8,66e9bdb86f599f239c1ea24e,1,
2026-04-21 18:12:48,2026-04-21 18:16:45,IP Address,,100,237,True,2026-04-21 18:16:46,R_8pStXFKNvFBEw7w,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects the broker's earnings,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,6072c60712f88f017616ca75,69e7be18a542ff592a5fe8af,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 18:13:04,2026-04-21 18:16:45,IP Address,,100,221,True,2026-04-21 18:16:46,R_5A0cYeRsrVKeaif,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.764,0,0,0,2.145,0,Accept,Because I felt it was enough for me I don't recall if there was a % I am supposed to get as a standard ,Accept,1,,633599d83df1823b08ae2e61,69e7be240d1ffb20b1e2362b,69e77a006a79977a2df1e51b,,,Because I felt it was enough for me I don't recall if there was a % I am supposed to get as a standard ,,9,67b6e6cd3ff52d5036ecc0f9,1,
2026-04-21 18:12:21,2026-04-21 18:16:50,IP Address,,100,269,True,2026-04-21 18:16:51,R_2NmIFGJb4ThsFaS,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.445,0,0,0,2.008,0,Reject,"the share that I would receive did not seem fair or just, therefore I rejected it",Accept,1,,5bb3b490763e440001853e4f,69e7bdff3356619fc40fca24,69e77a006a79977a2df1e51b,,,"the share that I would receive did not seem fair or just, therefore I rejected it",,10,62cb2fda77bec729c86fbbba,1,
