"classification_id","memory"
"WCLS02485","Fa----‐---ir------źzzzzzzzź"
"WCLS02486","fair"
"WCLS02487","fair - same as splitting rewards in half; similar to sharing blanket."
"WCLS02488","fair and balanced"
"WCLS02490","Fair and equitable - decent paying job for a fair and honest company."
"WCLS02491","Fair and just."
"WCLS02492","fair and profitable price"
"WCLS02493","Fair and square, any equal interaction or an episode where somebody has helped me without me asking them to but obvious I need help. For example, I was very tired once at a till point in a shop and a member of staff was watching everyone at the self-serve till points and she came over and said, don't worry, let me pack. That was so nice of her. I will always remember that as not many people go out of their way for me that I know of. I do go out of my way many times even if there is no reward for me."
"WCLS02494","Fair as both parties would have an equal share of the monies"
"WCLS02495","Fair as that would make it 12 dollars"
"WCLS02496","Fair but not equitable"
"WCLS02497","fair deal. we both have the same amount at the end"
"WCLS02498","Fair enough but could have been nicer"
"WCLS02499","fair enough its like just buying a pack of sweets"
"WCLS02500","Fair exchange at the majority of shops currently - set prices no haggling"
"WCLS02501","Fair minded."
"WCLS02502","Fair payment of workers? The worker does the work and gets to keep a guaranteed sum"
"WCLS02503","Fair play, we both end up with equal amounts"
"WCLS02504","Fair play. We must use the hand dealt to the best of our ability."
"WCLS02505","fair price, pretty much the price you'd expect"
"WCLS02506","fair pricing because thats the price they sell for"
"WCLS02507","fair thing to do"
"WCLS02508","Fair to all parties - equal split like in a divorce maybe."
"WCLS02509","fair we will both have 6"
"WCLS02510","Fair, equal, sharing is caring"
"WCLS02511","Fair, spreads the cost equally so we both have something"
"WCLS02512","Fair."
"WCLS02513","fairer"
"WCLS02514","fairer than the 2 above but not totally equal"
"WCLS02515","fairly okay but probably wish it was slightly less"
"WCLS02516","Fairly splitting money between your spouse"
"WCLS02517","fairnes"
"WCLS02519","Fairness - Everyone should be equal"
"WCLS02520","Fairness - trying to even out everyones earnings"
"WCLS02521","Fairness / equity."
"WCLS02522","fairness = i think sharing equally would be the fairest approach and the way we should go about our lives - shared wealth"
"WCLS02523","fairness and equality"
"WCLS02524","Fairness and equality."
"WCLS02525","Fairness and people treating each other kindly"
"WCLS02526","fairness being reasonable"
"WCLS02527","fairness doing the right thing"
"WCLS02528","Fairness, equality, treating each other fairly"
"WCLS02529","fairness, the right thing to do"
"WCLS02530","Falling over at the supermarket."
"WCLS02531","Family or friend gesture"
"WCLS02532","family playing cards getting carried away with winning everything"
"WCLS02533","fascism"
"WCLS02534","Feel like not enough for myself"
"WCLS02535","feel mean giving only two"
"WCLS02536","feel pretty confident about it"
"WCLS02537","feeling a bit guilty like id eaten someones last rolo"
"WCLS02538","feeling a bit mean - literally taking money off people"
"WCLS02539","feeling a little selfish"
"WCLS02540","Feeling an equal division is the fairest outcome"
"WCLS02541","Feeling as if they do not need the payment, so giving them nothing."
"WCLS02542","Feeling as the other person has not played their part in the role"
"WCLS02543","Feeling clam like sat in front of the tv"
"WCLS02544","Feeling content with how things are going in my life"
"WCLS02545","feeling generous"
"WCLS02546","Feeling generous and calm, I decide to do the democratic thing and share equally and happily, because I just meditated."
"WCLS02547","Feeling generous in giving more than half of something to someone else"
"WCLS02548","Feeling generous toward a friend who is low on cash"
"WCLS02549","Feeling greedy, or perhaps with someone that I know has a lot more money than me"
"WCLS02550","Feeling guilty"
"WCLS02551","Feeling guilty but thinking that I am likely more in need."
"WCLS02552","feeling horribe."
"WCLS02553","feeling I am blessed and want to help someone else even if I don't know them, like giving my change from a food order to a homeless person outside"
"WCLS02554","feeling I got bad service and not tipping anything because I am turned off"
"WCLS02555","feeling it is a fair price"
"WCLS02556","feeling its a bit expensive and that it I can absorb a lower cost"
"WCLS02557","Feeling like I do not deserve the credit for the work we accomplished together at work and allowing my co-worker to receive the greater bonus as they put in the most effort and I would want them to receive the greater bonus."
"WCLS02558","Feeling like no bills are due"
"WCLS02559","feeling like youve done a little something good, like giving a small amount to charity"
"WCLS02560","Feeling pity on the other person and giving them more money."
"WCLS02561","Feeling pretty generous"
"WCLS02562","Feeling quite generous and that they would benefit from it more htan me"
"WCLS02563","Feeling quite greedy and entitled"
"WCLS02564","Feeling ripped off when someone is trying their luck to get more than a 50% discount."
"WCLS02565","feeling smug! Keeping it all to myself"
"WCLS02566","Feeling sorry for someone who has nothing and giving them half of your food plus a small snack"
"WCLS02567","Feeling that I did all the work so should get the total reward"
"WCLS02568","feeling that is what was preordained and the other person would not know"
"WCLS02569","Feeling that their situation was one which deserved the larger amount"
"WCLS02570","feeling the other person has done more than me to warrant a larger share"
"WCLS02571","Feeling the pinch at Christmas time"
"WCLS02572","feeling the price needs to reduce"
"WCLS02573","Feeling they had done nothing to deserve payment"
"WCLS02574","Feeling they had spent more on the occasion and trying to make it fairer"
"WCLS02575","feeling very generous"
"WCLS02576","Feels a bit callous and not very fair- like wealth distribution in society"
"WCLS02577","Feels a bit like tax that everything to earn can be deducted from your wage"
"WCLS02578","Feels greedy to take their money away, not fair"
"WCLS02579","Feels like a reasonable negotiation"
"WCLS02580","Feels like a true discount, something that was $12 and is now only $4."
"WCLS02581","Feels like agreeing to sell something for way less than you first asked just to get the deal over with."
"WCLS02582","Feels like being defrauded"
"WCLS02583","Feels like being robbed still. Reminds me of when I was a sales advisor in the Dorothy Perkins concession inside British Home Stores (BHS), when I was 18. I worked over the Summer to get extra money for a family holiday, but didn't understand the tax deductions, and afterwards I worked out that I could have worked less hours and still got paid nearly the same. I felt like I was giving my time for free whilst they take more money off me."
"WCLS02584","Feels like donating"
"WCLS02585","Feels like giving someone you love more than you have as you want to make sure they do not go without and that you care about them more that yourself"
"WCLS02586","Feels like keeping the original price on an item because you dont care to bargain or don’t see a reason to change anything."
"WCLS02587","Feels like lowering the price more than you wanted, but still not the absolute minimum, to meet someone halfway."
"WCLS02588","feels like not caring about helping the other person in need when you have been more fortunate than them"
"WCLS02589","Feels like offering a small discount to make someone more willing to buy without giving up too much."
"WCLS02590","Feels like sending a message with a tiny gift"
"WCLS02591","Feels like settling a small debt"
"WCLS02592","feels similar to a shop giving a small expected discount to keep a customer happy"
"WCLS02593","fells a bit mean no money to buy anything"
"WCLS02594","Fells like defrauding"
"WCLS02595","Fells like volunteering"
"WCLS02596","felt not right to not give anything"
"WCLS02597","finally, the rates are coming up. inflation is dropping and the economy is looking good"
"WCLS02598","Financial illiteracy"
"WCLS02599","Financial Loss due to no profit being made."
"WCLS02600","Find it similar to giving a small donation."
"WCLS02601","Find it similar to having a quick sale."
"WCLS02602","Find it similar to stealing and I would likely not choose this option."
"WCLS02603","Finder keeper, loser weeper."
"WCLS02604","finders keepers"
"WCLS02605","finding $4 on the floor"
"WCLS02606","finding 12 dollars on the floor and splitting it with a friend you are with"
"WCLS02607","Finding a $20 bill on the street with no one around and just pocketing it."
"WCLS02608","Finding a bargain at a local store or supermarket"
"WCLS02609","Finding a bargain in the supermarket"
"WCLS02610","Finding a chance to move to a peaceful country and calling in your husband to enjoy the same freedom you found there."
